Entity ID,Entity Name,Plant ID,Plant Name,Sector,Plant State,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Operating Month,Operating Year,Retirement Month,Retirement Year,County,Latitude,Longitude,Google Map,Bing Map,Balancing Authority Code
10321,City of Kingman - (KS),1296,Kingman Municipal Power and Light Plant,Electric Utility,KS,1,,1.4,1.2,1.2,Natural Gas Internal Combustion Engine,NG,IC,9,1955,6,2008,Kingman,37.383110,-98.070360,Map,Map,SWPP
10321,City of Kingman - (KS),1296,Kingman Municipal Power and Light Plant,Electric Utility,KS,5,,1.0,0.8,0.9,Natural Gas Internal Combustion Engine,NG,IC,5,1953,6,2008,Kingman,37.383110,-98.070360,Map,Map,SWPP
6915,Galena Electric Utility,7437,Galena Electric Utility,Electric Utility,AK,5,,0.8,0.7,0.7,Petroleum Liquids,DFO,IC,1,1990,6,2008,Yukon Koyukuk,64.744170,-156.873600,Map,Map,
404,Alsip Paper Condominium Assn,10406,Alsip Paper Condominium Association,Industrial CHP,IL,GEN1,,8.3,6.9,9.5,Natural Gas Fired Combustion Turbine,NG,GT,5,1987,6,2008,Cook,41.666667,-87.733330,Map,Map,
55965,Verso Corporation,54857,Niagara Mill,Industrial CHP,WI,1ST,,2.5,2.5,2.5,Conventional Steam Coal,BIT,ST,1,1940,6,2008,Marinette,45.772500,-87.993600,Map,Map,MISO
55965,Verso Corporation,54857,Niagara Mill,Industrial CHP,WI,2ST,,9.3,9.3,9.3,Conventional Steam Coal,BIT,ST,1,1964,6,2008,Marinette,45.772500,-87.993600,Map,Map,MISO
15274,Potomac Power Resources,604,Buzzard Point,IPP Non-CHP,DC,E3,,18.0,16.0,16.0,Petroleum Liquids,DFO,GT,5,1968,5,2008,District of Columbia,38.867800,-77.011700,Map,Map,
6616,Fort Pierce Utilities Authority,658,Henry D King,Electric Utility,FL,5,,8.3,8.0,8.0,Natural Gas Fired Combined Cycle,NG,CA,1,1953,5,2008,St Lucie,27.448611,-80.338610,Map,Map,FMPP
6616,Fort Pierce Utilities Authority,658,Henry D King,Electric Utility,FL,6,,16.5,17.0,17.0,Natural Gas Steam Turbine,NG,ST,12,1958,5,2008,St Lucie,27.448611,-80.338610,Map,Map,FMPP
6616,Fort Pierce Utilities Authority,658,Henry D King,Electric Utility,FL,7,,33.0,32.0,32.0,Natural Gas Steam Turbine,NG,ST,1,1964,5,2008,St Lucie,27.448611,-80.338610,Map,Map,FMPP
6616,Fort Pierce Utilities Authority,658,Henry D King,Electric Utility,FL,8,,56.1,50.0,50.0,Natural Gas Steam Turbine,NG,ST,5,1976,5,2008,St Lucie,27.448611,-80.338610,Map,Map,FMPP
6616,Fort Pierce Utilities Authority,658,Henry D King,Electric Utility,FL,9,,22.5,22.4,22.4,Natural Gas Fired Combined Cycle,NG,CT,5,1990,5,2008,St Lucie,27.448611,-80.338610,Map,Map,FMPP
6616,Fort Pierce Utilities Authority,658,Henry D King,Electric Utility,FL,D1,,2.7,3.0,3.0,Petroleum Liquids,DFO,IC,4,1970,5,2008,St Lucie,27.448611,-80.338610,Map,Map,FMPP
6616,Fort Pierce Utilities Authority,658,Henry D King,Electric Utility,FL,D2,,2.7,3.0,3.0,Petroleum Liquids,DFO,IC,4,1970,5,2008,St Lucie,27.448611,-80.338610,Map,Map,FMPP
39,AES Hickling LLC,2529,AES Hickling LLC,IPP Non-CHP,NY,1,,30.0,30.0,30.0,Conventional Steam Coal,BIT,ST,10,1948,5,2008,Steuben,42.123056,-76.983060,Map,Map,
39,AES Hickling LLC,2529,AES Hickling LLC,IPP Non-CHP,NY,2,,40.0,40.0,40.0,Conventional Steam Coal,BIT,ST,6,1952,5,2008,Steuben,42.123056,-76.983060,Map,Map,
15248,Portland General Electric Co,3044,Bull Run Hydro,Electric Utility,OR,1,,5.2,5.5,3.7,Conventional Hydroelectric,WAT,HY,12,1922,5,2008,Clackamas,45.429035,-122.233900,Map,Map,PGE
15248,Portland General Electric Co,3044,Bull Run Hydro,Electric Utility,OR,2,,5.2,5.5,3.8,Conventional Hydroelectric,WAT,HY,10,1912,5,2008,Clackamas,45.429035,-122.233900,Map,Map,PGE
15248,Portland General Electric Co,3044,Bull Run Hydro,Electric Utility,OR,3,,5.2,5.5,3.7,Conventional Hydroelectric,WAT,HY,10,1912,5,2008,Clackamas,45.429035,-122.233900,Map,Map,PGE
15248,Portland General Electric Co,3044,Bull Run Hydro,Electric Utility,OR,4,,5.2,5.5,3.8,Conventional Hydroelectric,WAT,HY,10,1912,5,2008,Clackamas,45.429035,-122.233900,Map,Map,PGE
49979,"Talen Texas, LLC",3441,Nueces Bay,IPP Non-CHP,TX,5,,32.5,30.0,30.0,Natural Gas Steam Turbine,NG,ST,6,1949,5,2008,Nueces,27.819412,-97.419200,Map,Map,ERCO
49979,"Talen Texas, LLC",3441,Nueces Bay,IPP Non-CHP,TX,6,,180.0,161.0,170.0,Natural Gas Steam Turbine,NG,ST,5,1965,5,2008,Nueces,27.819412,-97.419200,Map,Map,ERCO
5901,Encina Joint Powers Authority,10026,Encina Water Pollution Control,Commercial Non-CHP,CA,EG2,,0.5,0.5,0.5,Natural Gas Internal Combustion Engine,NG,IC,1,1984,5,2008,San Diego,33.116500,-117.321500,Map,Map,CISO
5901,Encina Joint Powers Authority,10026,Encina Water Pollution Control,Commercial Non-CHP,CA,EG3,,0.5,0.5,0.5,Other Waste Biomass,OBG,IC,1,1984,5,2008,San Diego,33.116500,-117.321500,Map,Map,CISO
18311,Summit Property Co LLC,50313,Summit Property Pharmaceutical,Industrial CHP,NJ,TURB,,2.8,2.5,2.8,Natural Gas Fired Combustion Turbine,NG,GT,5,1986,5,2008,Union, , ,,,
21148,Zapco Energy Tactics Corp,50348,Oceanside Energy,IPP Non-CHP,NY,OS2,,0.7,0.6,0.6,Landfill Gas,LFG,IC,12,1990,5,2008,Nassau,40.636900,-73.638300,Map,Map,NYIS
7097,General Electric Erie Power,50358,General Electric Erie PA Power,Industrial CHP,PA,DSL1,,3.0,2.7,2.7,Petroleum Liquids,DFO,IC,7,1983,5,2008,Erie,42.147222,-80.027780,Map,Map,
7097,General Electric Erie Power,50358,General Electric Erie PA Power,Industrial CHP,PA,DSL2,,3.0,2.7,2.7,Petroleum Liquids,DFO,IC,7,1983,5,2008,Erie,42.147222,-80.027780,Map,Map,
7097,General Electric Erie Power,50358,General Electric Erie PA Power,Industrial CHP,PA,DSL3,,3.0,2.7,2.7,Petroleum Liquids,DFO,IC,7,1983,5,2008,Erie,42.147222,-80.027780,Map,Map,
21148,Zapco Energy Tactics Corp,50782,Taylor Energy Partners LP,IPP Non-CHP,PA,AM2,,0.7,0.4,0.4,Landfill Gas,LFG,IC,9,1987,5,2008,Lackawanna,41.387778,-75.717220,Map,Map,PJM
34649,DCOR LLC,54445,Rincon Facility,Industrial CHP,CA,GEN1,,3.0,1.7,1.7,Natural Gas Fired Combustion Turbine,NG,GT,2,1992,5,2008,Ventura,34.366111,-119.432800,Map,Map,
49858,Smithfield-Kinston Division,56197,Smithfield,Industrial CHP,NC,GEN1,,1.8,1.4,1.4,Petroleum Liquids,DFO,IC,1,2003,5,2008,Lenoir,35.301389,-77.631110,Map,Map,
49858,Smithfield-Kinston Division,56197,Smithfield,Industrial CHP,NC,GEN2,,1.8,1.4,1.4,Petroleum Liquids,DFO,IC,1,2003,5,2008,Lenoir,35.301389,-77.631110,Map,Map,
9617,JEA,666,J D Kennedy,Electric Utility,FL,GT4,,56.2,54.0,62.7,Petroleum Liquids,DFO,GT,7,1973,4,2008,Duval,30.364818,-81.625970,Map,Map,JEA
9617,JEA,666,J D Kennedy,Electric Utility,FL,GT5,,56.2,54.0,62.7,Petroleum Liquids,DFO,GT,11,1973,4,2008,Duval,30.364818,-81.625970,Map,Map,JEA
12792,"GenOn New York, LLC",2629,Lovett,IPP Non-CHP,NY,5,,200.6,191.0,185.5,Conventional Steam Coal,BIT,ST,4,1969,4,2008,Rockland,41.257778,-73.979720,Map,Map,NYIS
16183,Rochester Gas & Electric Corp,2642,Rochester 7,Electric Utility,NY,3,,62.5,64.0,65.0,Conventional Steam Coal,BIT,ST,9,1953,4,2008,Monroe,43.268889,-77.629440,Map,Map,NYIS
56831,"Ponca, City of",2997,Ponca Diesel,Electric Utility,OK,7,,3.3,2.0,2.0,Natural Gas Internal Combustion Engine,NG,IC,6,1952,4,2008,Kay,36.719722,-96.915280,Map,Map,
56831,"Ponca, City of",2997,Ponca Diesel,Electric Utility,OK,8,,4.0,3.1,3.1,Natural Gas Internal Combustion Engine,NG,IC,5,1954,4,2008,Kay,36.719722,-96.915280,Map,Map,
2404,City of Brownfield - (TX),3558,Brownfield,Electric Utility,TX,1,,2.0,0.7,1.1,Natural Gas Internal Combustion Engine,NG,IC,88,1951,4,2008,Terry,33.179722,-102.282500,Map,Map,
2404,City of Brownfield - (TX),3558,Brownfield,Electric Utility,TX,3,,3.1,1.5,1.8,Natural Gas Internal Combustion Engine,NG,IC,88,1964,4,2008,Terry,33.179722,-102.282500,Map,Map,
2404,City of Brownfield - (TX),3558,Brownfield,Electric Utility,TX,4,,2.7,1.8,2.0,Natural Gas Internal Combustion Engine,NG,IC,88,1954,4,2008,Terry,33.179722,-102.282500,Map,Map,
2404,City of Brownfield - (TX),3558,Brownfield,Electric Utility,TX,5,,3.6,1.8,2.1,Natural Gas Internal Combustion Engine,NG,IC,88,1957,4,2008,Terry,33.179722,-102.282500,Map,Map,
11079,Little Rock Water Reclamation Authority,10050,Fourche Creek Wastewater,Commercial CHP,AR,2,,0.5,0.5,0.5,Other Waste Biomass,OBG,IC,7,1983,4,2008,Pulaski,34.696800,-92.165000,Map,Map,MISO
20242,Wausau Papers of New Hampshire,10701,Wausau Papers of New Hampshire,Industrial CHP,NH,GT1,,7.2,6.9,7.2,Natural Gas Fired Combustion Turbine,NG,GT,12,2001,4,2008,New Hampshire,44.599444,-71.516110,Map,Map,
14081,Onondaga Cogeneration LP,50855,Onondaga Cogeneration,IPP CHP,NY,GEN1,,53.5,45.0,53.5,Natural Gas Fired Combined Cycle,NG,CT,12,1993,4,2008,Onondaga,43.066667,-76.216670,Map,Map,
14081,Onondaga Cogeneration LP,50855,Onondaga Cogeneration,IPP CHP,NY,GEN2,,25.0,25.0,25.0,Natural Gas Fired Combined Cycle,NG,CA,12,1993,4,2008,Onondaga,43.066667,-76.216670,Map,Map,
14081,Onondaga Cogeneration LP,50855,Onondaga Cogeneration,IPP CHP,NY,GEN3,,27.3,23.0,27.3,Natural Gas Fired Combined Cycle,NG,CT,12,1993,4,2008,Onondaga,43.066667,-76.216670,Map,Map,
14610,Orlando Utilities Comm,685,St Cloud,Electric Utility,FL,1,,2.0,2.0,2.0,Natural Gas Internal Combustion Engine,NG,IC,7,1982,3,2008,Osceola,28.244700,-81.288100,Map,Map,FMPP
14610,Orlando Utilities Comm,685,St Cloud,Electric Utility,FL,2,,5.8,5.0,5.0,Natural Gas Internal Combustion Engine,NG,IC,12,1974,3,2008,Osceola,28.244700,-81.288100,Map,Map,FMPP
14610,Orlando Utilities Comm,685,St Cloud,Electric Utility,FL,3,,2.0,2.0,2.0,Natural Gas Internal Combustion Engine,NG,IC,9,1982,3,2008,Osceola,28.244700,-81.288100,Map,Map,FMPP
14610,Orlando Utilities Comm,685,St Cloud,Electric Utility,FL,4,,3.7,3.0,3.0,Natural Gas Internal Combustion Engine,NG,IC,8,1961,3,2008,Osceola,28.244700,-81.288100,Map,Map,FMPP
14610,Orlando Utilities Comm,685,St Cloud,Electric Utility,FL,6,,3.7,3.0,3.0,Natural Gas Internal Combustion Engine,NG,IC,3,1967,3,2008,Osceola,28.244700,-81.288100,Map,Map,FMPP
14610,Orlando Utilities Comm,685,St Cloud,Electric Utility,FL,7,,6.3,6.0,6.0,Natural Gas Internal Combustion Engine,NG,IC,9,1982,3,2008,Osceola,28.244700,-81.288100,Map,Map,FMPP
14610,Orlando Utilities Comm,685,St Cloud,Electric Utility,FL,8,,6.4,6.0,6.0,Natural Gas Internal Combustion Engine,NG,IC,4,1977,3,2008,Osceola,28.244700,-81.288100,Map,Map,FMPP
18252,City of Sturgis,1855,Sturgis City Diesel Plant,Electric Utility,MI,1,,1.0,0.8,0.8,Petroleum Liquids,DFO,IC,88,1947,3,2008,St Joseph,41.799200,-85.425600,Map,Map,PJM
18252,City of Sturgis,1855,Sturgis City Diesel Plant,Electric Utility,MI,2,,1.0,0.8,0.8,Petroleum Liquids,DFO,IC,88,1948,3,2008,St Joseph,41.799200,-85.425600,Map,Map,PJM
16183,Rochester Gas & Electric Corp,2642,Rochester 7,Electric Utility,NY,2,,62.5,64.0,65.0,Conventional Steam Coal,BIT,ST,11,1950,3,2008,Monroe,43.268889,-77.629440,Map,Map,NYIS
16183,Rochester Gas & Electric Corp,2642,Rochester 7,Electric Utility,NY,4,,81.6,78.0,80.0,Conventional Steam Coal,BIT,ST,2,1957,3,2008,Monroe,43.268889,-77.629440,Map,Map,NYIS
57222,Liberty Utilities (CalPeco Electric) LLC,6518,Kings Beach,Electric Utility,CA,1,,2.7,2.7,2.7,Petroleum Liquids,DFO,IC,1,1969,3,2008,Placer,39.245833,-120.027200,Map,Map,NEVP
57222,Liberty Utilities (CalPeco Electric) LLC,6518,Kings Beach,Electric Utility,CA,2,,2.7,2.7,2.7,Petroleum Liquids,DFO,IC,1,1969,3,2008,Placer,39.245833,-120.027200,Map,Map,NEVP
57222,Liberty Utilities (CalPeco Electric) LLC,6518,Kings Beach,Electric Utility,CA,3,,2.7,2.7,2.7,Petroleum Liquids,DFO,IC,1,1969,3,2008,Placer,39.245833,-120.027200,Map,Map,NEVP
57222,Liberty Utilities (CalPeco Electric) LLC,6518,Kings Beach,Electric Utility,CA,4,,2.7,2.7,2.7,Petroleum Liquids,DFO,IC,1,1969,3,2008,Placer,39.245833,-120.027200,Map,Map,NEVP
57222,Liberty Utilities (CalPeco Electric) LLC,6518,Kings Beach,Electric Utility,CA,5,,2.7,2.7,2.7,Petroleum Liquids,DFO,IC,1,1969,3,2008,Placer,39.245833,-120.027200,Map,Map,NEVP
57222,Liberty Utilities (CalPeco Electric) LLC,6518,Kings Beach,Electric Utility,CA,6,,2.7,2.7,2.7,Petroleum Liquids,DFO,IC,1,1969,3,2008,Placer,39.245833,-120.027200,Map,Map,NEVP
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,Commercial CHP,TX,GEN6,,12.5,12.5,12.5,Natural Gas Fired Combined Cycle,NG,CT,1,1968,3,2008,Travis,30.286700,-97.735600,Map,Map,ERCO
21995,Olmsted County Public Works,50413,Olmsted Waste Energy,Commercial CHP,MN,DG1,,0.8,0.6,0.6,Petroleum Liquids,DFO,IC,6,1979,3,2008,Olmsted,44.026072,-92.432310,Map,Map,MISO
26940,U S West Financial Service Inc,50557,TXI Riverside Cement Power House,Industrial CHP,CA,GEN1,,12.0,11.2,11.3,Conventional Steam Coal,BIT,ST,12,1954,3,2008,San Bernardino,34.606757,-117.336000,Map,Map,
26940,U S West Financial Service Inc,50557,TXI Riverside Cement Power House,Industrial CHP,CA,GEN2,,12.0,11.2,11.3,Conventional Steam Coal,BIT,ST,12,1954,3,2008,San Bernardino,34.606757,-117.336000,Map,Map,
30067,Rolls Royce Corp,54286,Rolls Royce,Industrial CHP,IN,RIOT,,4.0,3.3,3.6,Natural Gas Fired Combustion Turbine,NG,GT,6,1999,3,2008,Marion,39.739800,-86.211800,Map,Map,MISO
30067,Rolls Royce Corp,54286,Rolls Royce,Industrial CHP,IN,RO9T,,4.0,3.3,3.6,Natural Gas Fired Combustion Turbine,NG,GT,10,1999,3,2008,Marion,39.739800,-86.211800,Map,Map,MISO
50081,AE Operations LLC,54373,Southbridge Energy Center LLC,Industrial CHP,MA,ENG2,,1.3,1.3,1.3,Natural Gas Internal Combustion Engine,NG,IC,6,2001,3,2008,Worcester,42.073600,-72.021900,Map,Map,ISNE
49879,"Montenay Savannah Operations,  LP",54999,Savannah Resource Recovery Facility,Industrial CHP,GA,BPST,,2.5,1.0,1.6,Municipal Solid Waste,MSW,ST,1,1999,3,2008,Chatham,32.076111,-81.085830,Map,Map,
49879,"Montenay Savannah Operations,  LP",54999,Savannah Resource Recovery Facility,Industrial CHP,GA,CST,,3.0,1.5,2.1,Municipal Solid Waste,MSW,ST,1,1999,3,2008,Chatham,32.076111,-81.085830,Map,Map,
49879,"Montenay Savannah Operations,  LP",54999,Savannah Resource Recovery Facility,Industrial CHP,GA,DGEN,,1.2,1.2,1.2,Petroleum Liquids,DFO,IC,1,1996,3,2008,Chatham,32.076111,-81.085830,Map,Map,
13193,Naniwa Energy LLC,55494,Tri Center Naniwa Energy,IPP Non-CHP,NV,CT1,,64.0,50.0,60.0,Natural Gas Fired Combustion Turbine,NG,GT,7,2001,3,2008,Storey,39.557150,-119.517800,Map,Map,NEVP
13193,Naniwa Energy LLC,55494,Tri Center Naniwa Energy,IPP Non-CHP,NV,CT2,,64.0,50.0,60.0,Natural Gas Fired Combustion Turbine,NG,GT,7,2001,3,2008,Storey,39.557150,-119.517800,Map,Map,NEVP
16657,San Jose/Santa Clara Water P C,56080,SJ/SC WPCP,Commercial CHP,CA,E6,,1.8,1.8,1.8,Other Waste Biomass,OBG,IC,3,1963,3,2008,Santa Clara,37.434400,-121.946400,Map,Map,CISO
16183,Rochester Gas & Electric Corp,2642,Rochester 7,Electric Utility,NY,1,,46.0,46.0,47.0,Conventional Steam Coal,BIT,ST,11,1948,2,2008,Monroe,43.268889,-77.629440,Map,Map,NYIS
13781,Northern States Power Co - Minnesota,7377,United Health Care,Electric Utility,MN,1,,1.8,1.8,1.8,Petroleum Liquids,DFO,GT,7,1993,2,2008,Hennepin,44.984444,-93.360830,Map,Map,MISO
13781,Northern States Power Co - Minnesota,7377,United Health Care,Electric Utility,MN,2,,1.8,1.8,1.8,Petroleum Liquids,DFO,GT,7,1993,2,2008,Hennepin,44.984444,-93.360830,Map,Map,MISO
5901,Encina Joint Powers Authority,10026,Encina Water Pollution Control,Commercial Non-CHP,CA,EG1,,0.5,0.5,0.5,Natural Gas Internal Combustion Engine,NG,IC,1,1984,2,2008,San Diego,33.116500,-117.321500,Map,Map,CISO
379,Alon USA LP,10569,Big Spring Texas Refinery,Industrial Non-CHP,TX,GENA,,1.5,1.0,1.0,All Other,PUR,ST,1,1986,2,2008,Howard,32.273182,-101.422400,Map,Map,ERCO
11233,Louisiana Tech University,54240,Louisiana Tech University Power Plant,Commercial CHP,LA,TG2,,5.0,4.6,4.8,Natural Gas Steam Turbine,NG,ST,4,1983,2,2008,Lincoln,32.525600,-92.649700,Map,Map,MISO
11392,M C Dixon Lumber Co Inc,54745,M C Dixon Lumber,Industrial Non-CHP,AL,GEN1,,2.5,2.1,2.1,Wood/Wood Waste Biomass,WDS,ST,1,1979,2,2008,BARBOUR,31.897380,-85.151600,Map,Map,SOCO
16657,San Jose/Santa Clara Water P C,56080,SJ/SC WPCP,Commercial CHP,CA,E1,,0.8,0.8,0.8,Other Waste Biomass,OBG,IC,2,1953,2,2008,Santa Clara,37.434400,-121.946400,Map,Map,CISO
13642,Nome Joint Utility Systems,90,Snake River,Electric Utility,AK,6,,1.0,1.0,1.0,Petroleum Liquids,DFO,IC,1,1972,1,2008,Nome,64.505331,-165.429800,Map,Map,
1647,City of Bethany - (MO),2114,Bethany,Electric Utility,MO,2,,0.8,0.8,0.8,Petroleum Liquids,DFO,IC,8,1948,1,2008,Harrison,40.261900,-94.040300,Map,Map,MPS
13971,City of Odessa - (MO),2148,Odessa,Electric Utility,MO,5,,1.2,1.0,1.0,Petroleum Liquids,DFO,IC,6,1957,1,2008,Lafayette,38.997852,-93.965660,Map,Map,SWPP
22122,AES Jennison LLC,2531,AES Jennison LLC,IPP Non-CHP,NY,1,,30.0,30.0,30.0,Conventional Steam Coal,BIT,ST,9,1945,1,2008,Chenango,42.260000,-75.486940,Map,Map,
22122,AES Jennison LLC,2531,AES Jennison LLC,IPP Non-CHP,NY,2,,30.0,30.0,30.0,Conventional Steam Coal,BIT,ST,4,1950,1,2008,Chenango,42.260000,-75.486940,Map,Map,
59919,Vistra Energy Miami Fort,2832,Miami Fort,IPP Non-CHP,OH,5,,100.0,80.0,80.0,Conventional Steam Coal,BIT,ST,12,1949,1,2008,Hamilton,39.112800,-84.803600,Map,Map,PJM
17539,"Dominion Energy South Carolina, Inc",3277,Burton,Electric Utility,SC,1,,11.5,9.0,10.0,Natural Gas Fired Combustion Turbine,NG,GT,10,1961,1,2008,Beaufort,32.436111,-80.721390,Map,Map,SCEG
17539,"Dominion Energy South Carolina, Inc",3277,Burton,Electric Utility,SC,2,,11.5,9.0,10.0,Natural Gas Fired Combustion Turbine,NG,GT,8,1963,1,2008,Beaufort,32.436111,-80.721390,Map,Map,SCEG
17539,"Dominion Energy South Carolina, Inc",3277,Burton,Electric Utility,SC,3,,11.5,9.0,10.0,Natural Gas Fired Combustion Turbine,NG,GT,8,1963,1,2008,Beaufort,32.436111,-80.721390,Map,Map,SCEG
17539,"Dominion Energy South Carolina, Inc",3284,Faber Place,Electric Utility,SC,1,,11.5,8.0,9.0,Natural Gas Fired Combustion Turbine,NG,GT,10,1961,1,2008,Charleston,32.783333,-79.983330,Map,Map,SCEG
26616,North Slope Borough Power & Light,7485,NSB Point Hope Utility,Electric Utility,AK,PG3,,0.3,0.3,0.3,Petroleum Liquids,DFO,IC,88,1987,1,2008,North Slope,68.348424,-166.737200,Map,Map,
26616,North Slope Borough Power & Light,7485,NSB Point Hope Utility,Electric Utility,AK,PG4,,0.4,0.4,0.4,Petroleum Liquids,DFO,IC,88,1992,1,2008,North Slope,68.348424,-166.737200,Map,Map,
26616,North Slope Borough Power & Light,7485,NSB Point Hope Utility,Electric Utility,AK,PG5,,0.2,0.2,0.2,Petroleum Liquids,DFO,IC,88,1980,1,2008,North Slope,68.348424,-166.737200,Map,Map,
178,CES Placerita Inc,10677,CES Placerita Power Plant,IPP Non-CHP,CA,UNT1,CESP,60.0,46.0,50.0,Natural Gas Fired Combined Cycle,NG,CT,6,1988,1,2008,Los Angeles,34.380100,-118.499900,Map,Map,CISO
50006,Invista,10796,Waynesboro Virginia Plant,Industrial CHP,VA,GEN3,,3.0,3.0,3.0,Conventional Steam Coal,BIT,ST,1,1935,1,2008,Augusta,38.058600,-78.891100,Map,Map,PJM
19148,"Vicinity Energy Trenton, L.P.",50094,"Vicinity Energy Trenton, L.P.",Commercial CHP,NJ,7213,,6.0,3.0,5.0,Natural Gas Internal Combustion Engine,NG,IC,12,1983,1,2008,Mercer,40.216700,-74.766700,Map,Map,PJM
18337,Sunnyside Cogen Partners,52201,Sunnyside Cogen Partners,IPP CHP,CA,GEN1,,1.3,1.1,1.1,Natural Gas Internal Combustion Engine,NG,IC,12,1990,1,2008,Monterey,36.737222,-121.665800,Map,Map,
18337,Sunnyside Cogen Partners,52201,Sunnyside Cogen Partners,IPP CHP,CA,GEN2,,1.3,1.1,1.1,Natural Gas Internal Combustion Engine,NG,IC,12,1990,1,2008,Monterey,36.737222,-121.665800,Map,Map,
18337,Sunnyside Cogen Partners,52201,Sunnyside Cogen Partners,IPP CHP,CA,GEN3,,1.3,1.1,1.1,Natural Gas Internal Combustion Engine,NG,IC,12,1990,1,2008,Monterey,36.737222,-121.665800,Map,Map,
18337,Sunnyside Cogen Partners,52201,Sunnyside Cogen Partners,IPP CHP,CA,GEN4,,1.3,1.1,1.1,Natural Gas Internal Combustion Engine,NG,IC,12,1990,1,2008,Monterey,36.737222,-121.665800,Map,Map,
18337,Sunnyside Cogen Partners,52201,Sunnyside Cogen Partners,IPP CHP,CA,GEN5,,1.3,1.1,1.1,Natural Gas Internal Combustion Engine,NG,IC,12,1990,1,2008,Monterey,36.737222,-121.665800,Map,Map,
35120,Norit Americas Inc,54972,Norit Americas Marshall Plant,Industrial Non-CHP,TX,8511,,2.0,2.0,2.0,Conventional Steam Coal,LIG,ST,1,1921,1,2008,Harrison,32.536941,-94.399340,Map,Map,
12384,Midwest Generations EME LLC,883,Waukegan,IPP Non-CHP,IL,6,,121.0,100.0,100.0,Conventional Steam Coal,SUB,ST,1,1952,12,2007,Lake,42.383300,-87.813300,Map,Map,PJM
12524,Midwest Energy Inc,1275,Ellis,Electric Utility,KS,1,,1.0,1.0,1.0,Natural Gas Internal Combustion Engine,NG,IC,7,1960,12,2007,Ellis,38.947222,-99.528610,Map,Map,SWPP
12524,Midwest Energy Inc,1275,Ellis,Electric Utility,KS,2,,2.0,2.0,2.0,Natural Gas Internal Combustion Engine,NG,IC,7,1965,12,2007,Ellis,38.947222,-99.528610,Map,Map,SWPP
12524,Midwest Energy Inc,1275,Ellis,Electric Utility,KS,3,,0.5,0.5,0.5,Natural Gas Internal Combustion Engine,NG,IC,6,1947,12,2007,Ellis,38.947222,-99.528610,Map,Map,SWPP
12524,Midwest Energy Inc,1275,Ellis,Electric Utility,KS,4,,0.5,0.5,0.5,Natural Gas Internal Combustion Engine,NG,IC,7,1954,12,2007,Ellis,38.947222,-99.528610,Map,Map,SWPP
12524,Midwest Energy Inc,1275,Ellis,Electric Utility,KS,5,,1.5,1.0,1.0,Natural Gas Internal Combustion Engine,NG,IC,5,1973,12,2007,Ellis,38.947222,-99.528610,Map,Map,SWPP
13781,Northern States Power Co - Minnesota,1912,High Bridge,Electric Utility,MN,5,,113.6,99.0,99.0,Conventional Steam Coal,SUB,ST,8,1956,12,2007,Ramsey,44.931400,-93.111700,Map,Map,MISO
13781,Northern States Power Co - Minnesota,1912,High Bridge,Electric Utility,MN,6,,163.2,172.1,172.1,Conventional Steam Coal,SUB,ST,4,1959,12,2007,Ramsey,44.931400,-93.111700,Map,Map,MISO
13902,NorthWestern Energy,2190,Milltown,Electric Utility,MT,1,A031,0.6,2.6, ,Conventional Hydroelectric,WAT,HY,8,1908,12,2007,Missoula,46.869722,-113.878100,Map,Map,NWMT
13902,NorthWestern Energy,2190,Milltown,Electric Utility,MT,2,A031,0.6, , ,Conventional Hydroelectric,WAT,HY,8,1908,12,2007,Missoula,46.869722,-113.878100,Map,Map,NWMT
13902,NorthWestern Energy,2190,Milltown,Electric Utility,MT,3,A031,0.6, , ,Conventional Hydroelectric,WAT,HY,8,1908,12,2007,Missoula,46.869722,-113.878100,Map,Map,NWMT
13902,NorthWestern Energy,2190,Milltown,Electric Utility,MT,4,A031,0.6, , ,Conventional Hydroelectric,WAT,HY,8,1909,12,2007,Missoula,46.869722,-113.878100,Map,Map,NWMT
13902,NorthWestern Energy,2190,Milltown,Electric Utility,MT,5,A031,0.6, , ,Conventional Hydroelectric,WAT,HY,8,1927,12,2007,Missoula,46.869722,-113.878100,Map,Map,NWMT
1554,City of Benkelman - (NE),2218,Benkelman,Electric Utility,NE,2,,0.3,0.2,0.2,Petroleum Liquids,DFO,IC,88,1941,12,2007,Dundy,40.051111,-101.534700,Map,Map,
3046,Duke Energy Progress - (NC),2712,Roxboro,Electric Utility,NC,GT1,,16.3,12.0,18.0,Petroleum Liquids,DFO,GT,2,1968,12,2007,Person,36.483300,-79.073100,Map,Map,CPLE
15095,City of Piqua - (OH),2937,Piqua Power Plant,Electric Utility,OH,10,,0.8,0.8,0.8,Conventional Steam Coal,BIT,ST,12,1987,12,2007,Miami,40.133848,-84.237260,Map,Map,PJM
15095,City of Piqua - (OH),2937,Piqua Power Plant,Electric Utility,OH,3,,4.0,4.0,4.0,Conventional Steam Coal,BIT,ST,1,1940,12,2007,Miami,40.133848,-84.237260,Map,Map,PJM
15095,City of Piqua - (OH),2937,Piqua Power Plant,Electric Utility,OH,4,,7.5,7.5,7.5,Conventional Steam Coal,BIT,ST,1,1947,12,2007,Miami,40.133848,-84.237260,Map,Map,PJM
